comune,provincia,CODISTAT,CODICE_ISTAT,civici_georeferenziati
CARPANETO PIACENTINO,PC,033011,033011,3519
CARIGNANO,TO,001058,001058,3517
CARINOLA,CE,061017,061017,3508
TIGGIANO,LE,075086,075086,3504
TERME VIGLIATORE,ME,083106,083106,3499
SASSO MARCONI,BO,037057,037057,3499
MURAVERA,SU,111042,111042,3496
NAVE,BS,017117,017117,3486
CUPRA MARITTIMA,AP,044017,044017,3480
MAZZARRONE,CT,087056,087056,3470
ARIENZO,CE,061004,061004,3465
RODÌ MILICI,ME,083075,083075,3461
ALBINO,BG,016004,016004,3455
OTRANTO,LE,075057,075057,3448
FURNARI,ME,083028,083028,3444
MUSSOLENTE,VI,024070,024070,3415
MARIANOPOLI,CL,085008,085008,3409
PIEVE DEL GRAPPA,TV,026096,026096,3408
BORGOSATOLLO,BS,017021,017021,3407
NASO,ME,083060,083060,3407
SAN MARCO D'ALUNZIO,ME,083079,083079,3404
MONTECCHIO EMILIA,RE,035027,035027,3390
BREMBATE,BG,016037,016037,3390
COCCAGLIO,BS,017056,017056,3381
GUIGLIA,MO,036017,036017,3378
VERZINO,KR,101027,101027,3377
SANTA TERESA GALLURA,SS,090063,090063,3371
SETTIMO SAN PIETRO,CA,092075,092075,3365
GIURDIGNANO,LE,075033,075033,3364
BASSANO ROMANO,VT,056005,056005,3362
CASALBORDINO,CH,069015,069015,3360
MELPIGNANO,LE,075045,075045,3356
BURGIO,AG,084005,084005,3355
CURSI,LE,075025,075025,3355
TRINO,VC,002148,002148,3354
MAJANO,UD,030053,030053,3349
ASCEA,SA,065009,065009,3347
LAMON,BL,025026,025026,3338
SEMINARA,RC,080086,080086,3334
CASTELLO DI CISTERNA,NA,063025,063025,3333
PIEVE DI CENTO,BO,037048,037048,3333
MONTE SAN GIACOMO,SA,065075,065075,3332
COLLECCHIO,PR,034009,034009,3326
MOGLIA,MN,020035,020035,3318
POLLENZA,MC,043041,043041,3311
CEREGNANO,RO,029015,029015,3287
TRASACCO,AQ,066102,066102,3279
SAVIGNANO SUL PANARO,MO,036041,036041,3277
POLLICA,SA,065098,065098,3275
CALCIO,BG,016044,016044,3269
SAN DONATO DI LECCE,LE,075069,075069,3250
TORBOLE CASAGLIA,BS,017186,017186,3245
ALTIVOLE,TV,026001,026001,3243
CAMERI,NO,003032,003032,3242
CARSOLI,AQ,066025,066025,3235
SOLESINO,PD,028087,028087,3233
CASOLI,CH,069017,069017,3219
VENARIA REALE,TO,001292,001292,3218
AMANDOLA,FM,109002,109002,3218
CAERANO DI SAN MARCO,TV,026006,026006,3218
TRAPPETO,PA,082074,082074,3215
SPADAFORA,ME,083096,083096,3208
ZUGLIANO,VI,024122,024122,3206
BOTTICINO,BS,017023,017023,3205
DOGLIANI,CN,004081,004081,3204
TROMELLO,PV,018164,018164,3203
CAVEZZO,MO,036009,036009,3202
SCILLA,RC,080085,080085,3196
MONTE URANO,FM,109024,109024,3194
URAS,OR,095069,095069,3180
ACCETTURA,MT,077001,077001,3175
PODENZANO,PC,033035,033035,3170
SAN SALVATORE TELESINO,BN,062068,062068,3167
CASTELLAZZO BORMIDA,AL,006047,006047,3163
GRICIGNANO DI AVERSA,CE,061043,061043,3156
FOSSÒ,VE,027017,027017,3155
GERACI SICULO,PA,082037,082037,3151
ACQUASPARTA,TR,055001,055001,3145
CARLOPOLI,CZ,079020,079020,3145
SANTORSO,VI,024095,024095,3139
VOBARNO,BS,017204,017204,3137
CANOSSA,RE,035018,035018,3133
RUOTI,PZ,076071,076071,3132
TONARA,NU,091093,091093,3131
VILLAMASSARGIA,SU,111098,111098,3131
MINERBIO,BO,037038,037038,3131
RODENGO SAIANO,BS,017163,017163,3130
SAN VITO SULLO IONIO,CZ,079122,079122,3121
LA LOGGIA,TO,001127,001127,3118
OLMEDO,SS,090048,090048,3115
CLUSONE,BG,016077,016077,3105
CANEGRATE,MI,015046,015046,3097
CARMIGNANO DI BRENTA,PD,028023,028023,3096
ACQUEDOLCI,ME,083107,083107,3096
VIMODRONE,MI,015242,015242,3092
CASTEL D'AZZANO,VR,023021,023021,3086
SALE MARASINO,BS,017169,017169,3080
MEDOLLA,MO,036021,036021,3078
CASTEL SAN NICCOLÒ,AR,051010,051010,3076
CORMANO,MI,015086,015086,3073
BARICELLA,BO,037003,037003,3064
BELVEDERE DI SPINELLO,KR,101001,101001,3061
ANZOLA DELL'EMILIA,BO,037001,037001,3053
CASORATE SEMPIONE,VA,012039,012039,3051
FURCI SICULO,ME,083027,083027,3050
TRIVENTO,CB,070081,070081,3040
TRICARICO,MT,077028,077028,3034
ORANI,NU,091061,091061,3030
ZOLA PREDOSA,BO,037060,037060,3030
CHERASCO,CN,004067,004067,3020
TIZZANO VAL PARMA,PR,034039,034039,3019
COLORNO,PR,034010,034010,3017
PIANEZZA,TO,001189,001189,3017
BAGOLINO,BS,017010,017010,3016
MONTECASTRILLI,TR,055017,055017,3007
BRESSO,MI,015032,015032,3000
LIVORNO FERRARIS,VC,002071,002071,2967
MOIANO,BN,062040,062040,2965
INZAGO,MI,015114,015114,2964
GODEGA DI SANT'URBANO,TV,026033,026033,2963
THIESI,SS,090071,090071,2955
CISLAGO,VA,012050,012050,2953
CASTIGLIONE D'ADDA,LO,098014,098014,2953
BORSO DEL GRAPPA,TV,026004,026004,2953
SAN FIOR,TV,026072,026072,2953
CONCOREZZO,MB,108021,108021,2953
COLONNELLA,TE,067019,067019,2950
CASTEL GANDOLFO,RM,058022,058022,2950
PRATOLA SERRA,AV,064075,064075,2950
VESCOVATO,CR,019113,019113,2946
CASTELBELLINO,AN,042008,042008,2935
VILLE DI FIEMME,TN,022254,022254,2932
URURI,CB,070083,070083,2931
SANT'ILARIO D'ENZA,RE,035039,035039,2927
FRASSINORO,MO,036016,036016,2924
BIBBIANO,RE,035004,035004,2919
LACCO AMENO,NA,063038,063038,2916
PIOLTELLO,MI,015175,015175,2908
SOVICO,MB,108041,108041,2905
SERRE,SA,065140,065140,2903
SERSALE,CZ,079130,079130,2902
CAVRIAGO,RE,035017,035017,2896
RUDIANO,BS,017167,017167,2896
ALTAVILLA MILICIA,PA,082004,082004,2892
CASTELL'UMBERTO,ME,083014,083014,2891
TARCENTO,UD,030116,030116,2890
PONTE SAN PIETRO,BG,016170,016170,2886
COLLELONGO,AQ,066039,066039,2886
VARZI,PV,018171,018171,2880
STERNATIA,LE,075080,075080,2866
CAPIZZI,ME,083008,083008,2863
PELLEZZANO,SA,065090,065090,2848
LAURINO,SA,065061,065061,2846
SEDILO,OR,095052,095052,2843
SANT'EGIDIO ALLA VIBRATA,TE,067038,067038,2843
FRASCINETO,CS,078057,078057,2841
CAMPOSANO,NA,063013,063013,2833
BUCCINO,SA,065017,065017,2833
MELISSA,KR,101014,101014,2831
MONTEVAGO,AG,084025,084025,2828
CASTIGLIONE MESSER RAIMONDO,TE,067013,067013,2827
SOSSANO,VI,024102,024102,2825
VIGLIANO BIELLESE,BI,096077,096077,2819
BIASSONO,MB,108009,108009,2819
GUALTIERI SICAMINÒ,ME,083035,083035,2808
FERMIGNANO,PU,041014,041014,2807
ALCARA LI FUSI,ME,083001,083001,2806
FAICCHIO,BN,062029,062029,2806
CODEVIGO,PD,028033,028033,2795
VITORCHIANO,VT,056060,056060,2787
CEVA,CN,004066,004066,2780
TOLFA,RM,058105,058105,2779
PALAZZO ADRIANO,PA,082052,082052,2778
BERCHIDDA,SS,090009,090009,2773
SANT'ONOFRIO,VV,102036,102036,2771
FONTE,TV,026029,026029,2765
FILIANO,PZ,076032,076032,2764
MONTE COMPATRI,RM,058060,058060,2763
ACERENZA,PZ,076002,076002,2751
VAL DI ZOLDO,BL,025073,025073,2751
CASTRI DI LECCE,LE,075017,075017,2741
TRESCORE BALNEARIO,BG,016218,016218,2738
OSPEDALETTO EUGANEO,PD,028059,028059,2725
CAMPO CALABRO,RC,080018,080018,2719
MURLO,SI,052019,052019,2712
BRANDIZZO,TO,001034,001034,2706
FONDACHELLI-FANTINA,ME,083023,083023,2705
MONTIERI,GR,053017,053017,2704
BURCEI,SU,111007,111007,2694
ANOIA,RC,080003,080003,2685
COMUNANZA,AP,044015,044015,2683
ZAMBRONE,VV,102049,102049,2680
ARBOREA,OR,095006,095006,2676
PALERMITI,CZ,079089,079089,2676
SANT'ANGELO A CUPOLO,BN,062071,062071,2671
ISOLA DELLE FEMMINE,PA,082043,082043,2669
CASTELDACCIA,PA,082023,082023,2666
MAROPATI,RC,080046,080046,2666
CIVITELLA PAGANICO,GR,053008,053008,2664
CERIANA,IM,008016,008016,2661
VILLANOVA DI CAMPOSAMPIERO,PD,028104,028104,2659
SERRAMAZZONI,MO,036042,036042,2653
VALLE AURINA,BZ,021108,021108,2652
TORRENOVA,ME,083108,083108,2647
PACENTRO,AQ,066066,066066,2635
GUARDIA LOMBARDI,AV,064040,064040,2623
TORRILE,PR,034041,034041,2622
LAURENZANA,PZ,076041,076041,2621
CAVAION VERONESE,VR,023023,023023,2619
CASTELLUCCHIO,MN,020016,020016,2618
SALA BOLOGNESE,BO,037050,037050,2616
MENAGGIO,CO,013145,013145,2616
SAN MARTINO D'AGRI,PZ,076077,076077,2613
SAN SEVERINO LUCANO,PZ,076078,076078,2605
MONTECARLO,LU,046021,046021,2603
CAMASTRA,AG,084008,084008,2603
BUONABITACOLO,SA,065018,065018,2597
FALERONE,FM,109005,109005,2596
FONTANELLE,TV,026028,026028,2590
CIVITELLA CASANOVA,PE,068014,068014,2589
VENETICO,ME,083104,083104,2585
COSTA VOLPINO,BG,016086,016086,2585
SAN PAOLO,BS,017138,017138,2584
BAUCINA,PA,082008,082008,2584
GROTTAZZOLINA,FM,109008,109008,2584
SASSOCORVARO AUDITORE,PU,041071,041071,2581
ROTONDELLA,MT,077023,077023,2579
BUSSOLENO,TO,001044,001044,2567
SAN BENIGNO CANAVESE,TO,001236,001236,2559
VILLANOVA MONDOVÌ,CN,004245,004245,2557
SARCEDO,VI,024097,024097,2550
CASARZA LIGURE,GE,010011,010011,2541
BRESCELLO,RE,035006,035006,2538
CELLAMARE,BA,072018,072018,2534
SAN PROSPERO,MO,036039,036039,2531
CASALOLDO,MN,020011,020011,2529
MASSA D'ALBE,AQ,066054,066054,2528
CACCURI,KR,101002,101002,2515
BRICHERASIO,TO,001035,001035,2513
GAGGIANO,MI,015103,015103,2510
CONTIGLIANO,RI,057025,057025,2509
GATTATICO,RE,035022,035022,2508
VILLANOVA D'ALBENGA,SV,009068,009068,2505
MONTAZZOLI,CH,069051,069051,2503
MONTERENZIO,BO,037041,037041,2501
RAPAGNANO,FM,109035,109035,2499
GATTICO-VERUNO,NO,003166,003166,2493
COLLAZZONE,PG,054014,054014,2493
CARTURA,PD,028026,028026,2493
CERISANO,CS,078037,078037,2492
CASTELLIRI,FR,060020,060020,2487
SOSPIROLO,BL,025056,025056,2487
SOAVE,VR,023081,023081,2484
CEPPALONI,BN,062022,062022,2482
PORTIGLIOLA,RC,080062,080062,2482
RIARDO,CE,061068,061068,2479
ORTISEI,BZ,021061,021061,2478
CAPPELLA MAGGIORE,TV,026007,026007,2478
LANA,BZ,021041,021041,2474
BONITO,AV,064012,064012,2473
MARIGLIANELLA,NA,063042,063042,2469
CASTELROTTO,BZ,021019,021019,2462
SAN PIETRO DI FELETTO,TV,026073,026073,2462
LATTARICO,CS,078066,078066,2461
VILLA DEL CONTE,PD,028101,028101,2459
BORETTO,RE,035005,035005,2448
SANTA CROCE CAMERINA,RG,088010,088010,2446
ORGIANO,VI,024075,024075,2439
ARCISATE,VA,012004,012004,2437
GAMBATESA,CB,070025,070025,2437
POMPIANO,BS,017146,017146,2434
VALSAMOGGIA,BO,037061,037061,2434
ROMAGNANO SESIA,NO,003130,003130,2429
SETTINGIANO,CZ,079131,079131,2429
BORGHETTO DI BORBERA,AL,006018,006018,2427
CERMENATE,CO,013064,013064,2426
CASTIGLIONE DELLA PESCAIA,GR,053006,053006,2423
BENTIVOGLIO,BO,037005,037005,2422
PRIGNANO SULLA SECCHIA,MO,036033,036033,2421
CAPOSELE,AV,064017,064017,2419
PALAGANO,MO,036029,036029,2417
RENON,BZ,021072,021072,2415
UCRIA,ME,083102,083102,2410
VIGOLZONE,PC,033045,033045,2407
ALTOPIANO DELLA VIGOLANA,TN,022236,022236,2407
FALCONE,ME,083019,083019,2405
SANTA SEVERINA,KR,101022,101022,2405
SAMBUCA DI SICILIA,AG,084034,084034,2398
PIZZONI,VV,102028,102028,2392
CASTRO,LE,075096,075096,2390
SAN POLO D'ENZA,RE,035038,035038,2390
DORNO,PV,018061,018061,2388
BERNAREGGIO,MB,108007,108007,2383
PESCHIERA BORROMEO,MI,015171,015171,2381
VILLANUOVA SUL CLISI,BS,017201,017201,2378
RENDE,CS,078102,078102,2363
SANTA MARIA NUOVA,AN,042043,042043,2361
LOIANO,BO,037034,037034,2358
PIEGARO,PG,054040,054040,2355
CUSANO MILANINO,MI,015098,015098,2355
MONTI,SS,090041,090041,2353
SECLÌ,LE,075074,075074,2353
GUARDEA,TR,055015,055015,2353
SANTENA,TO,001257,001257,2347
LODI VECCHIO,LO,098032,098032,2344
VAGLIO BASILICATA,PZ,076094,076094,2340
CAPRIANO DEL COLLE,BS,017037,017037,2338
MANDAS,SU,111039,111039,2335
BORGARO TORINESE,TO,001028,001028,2333
CAIRATE,VA,012029,012029,2327
CASALINCONTRADA,CH,069016,069016,2324
VILLADOSSOLA,VB,103075,103075,2320
SAN CESARIO SUL PANARO,MO,036036,036036,2317
MORINO,AQ,066057,066057,2316
VARAPODIO,RC,080095,080095,2312
GALLICANO,LU,046015,046015,2312
ANTRODOCO,RI,057003,057003,2309
GALATRO,RC,080035,080035,2308
SAN CASSIANO,LE,075095,075095,2294
COSIO VALTELLINO,SO,014024,014024,2292
NUVOLERA,BS,017120,017120,2288
BARLASSINA,MB,108005,108005,2284
COSEANO,UD,030031,030031,2283
VERTOVA,BG,016234,016234,2280
POGGIO TORRIANA,RN,099028,099028,2273
NUVOLENTO,BS,017119,017119,2268
GOLFO ARANCI,SS,090083,090083,2257
SANT'AGATA SUL SANTERNO,RA,039017,039017,2251
PASIANO DI PORDENONE,PN,093029,093029,2244
LURATE CACCIVIO,CO,013138,013138,2244
GASPERINA,CZ,079056,079056,2240
QUISTELLO,MN,020047,020047,2240
PALLAGORIO,KR,101016,101016,2237
MAGLIANO DE' MARSI,AQ,066053,066053,2235
VADO LIGURE,SV,009064,009064,2230
VILLANOVA D'ASTI,AT,005118,005118,2229
MORGANO,TV,026047,026047,2229
MONTEFANO,MC,043029,043029,2226
COGGIOLA,BI,096019,096019,2224
FIUMEFREDDO BRUZIO,CS,078055,078055,2221
FAETO,FG,071023,071023,2220
BARILE,PZ,076011,076011,2218
ASTI,AT,005005,005005,2212
CAMPAGNOLA EMILIA,RE,035009,035009,2210
MONSAMPOLO DEL TRONTO,AP,044031,044031,2209
CAMPODIPIETRA,CB,070008,070008,2207
ACQUAVIVA PLATANI,CL,085001,085001,2207
AMOROSI,BN,062002,062002,2206
SAVIGNANO IRPINO,AV,064096,064096,2204
SERLE,BS,017178,017178,2196
LESIGNANO DE' BAGNI,PR,034019,034019,2196
SAN VITTORE OLONA,MI,015201,015201,2195
CASALVECCHIO DI PUGLIA,FG,071014,071014,2193
SERRAVALLE SCRIVIA,AL,006160,006160,2192
SANTO STEFANO TICINO,MI,015200,015200,2188
PAESANA,CN,004157,004157,2187
SAN LORENZO IN CAMPO,PU,041054,041054,2184
CORTEMILIA,CN,004073,004073,2183
CASTELMEZZANO,PZ,076024,076024,2173
LOVERE,BG,016128,016128,2172
FONTEVIVO,PR,034016,034016,2168
SAN GIORGIO ALBANESE,CS,078118,078118,2167
LEVANTO,SP,011017,011017,2166
CASTELPAGANO,BN,062017,062017,2164
SARENTINO,BZ,021086,021086,2163
BORGO VAL DI TARO,PR,034006,034006,2163
ESCALAPLANO,SU,111018,111018,2161
BORNO,BS,017022,017022,2161
CASSINA DE' PECCHI,MI,015060,015060,2159
SAN MARTINO DI VENEZZE,RO,029044,029044,2159
SANT'AGATA LI BATTIATI,CT,087045,087045,2159
COLVERDE,CO,013251,013251,2155
BRESSANA BOTTARONE,PV,018023,018023,2151
PREDAZZO,TN,022147,022147,2151
LUCOLI,AQ,066052,066052,2150
PABILLONIS,SU,111052,111052,2148
CONA,VE,027010,027010,2146
SAN LORENZO NUOVO,VT,056047,056047,2145
VALMADRERA,LC,097083,097083,2140
GIAVERA DEL MONTELLO,TV,026032,026032,2137
SCHIAVON,VI,024099,024099,2125
GALATI MAMERTINO,ME,083030,083030,2125
MOSCUFO,PE,068025,068025,2125
MONIGA DEL GARDA,BS,017109,017109,2124
LACONI,OR,095082,095082,2120
ISILI,SU,111036,111036,2118
LUGAGNANO VAL D'ARDA,PC,033026,033026,2117
ITALA,ME,083036,083036,2116
CANNOLE,LE,075012,075012,2116
SOLAROLO,RA,039018,039018,2111
FREGONA,TV,026030,026030,2108
FRANCICA,VV,102015,102015,2108
LOREO,RO,029030,029030,2106
TORNIMPARTE,AQ,066101,066101,2106
MARANO SUL PANARO,MO,036020,036020,2101
VERGHERETO,FC,040050,040050,2101
GROPPARELLO,PC,033025,033025,2100
MONTEMILONE,PZ,076051,076051,2092
LICODIA EUBEA,CT,087020,087020,2087
GESUALDO,AV,064036,064036,2085
ALBERONA,FG,071002,071002,2084
GANDINO,BG,016108,016108,2082
ACQUAFORMOSA,CS,078001,078001,2078
GAGGI,ME,083029,083029,2076
CARTIGLIANO,VI,024025,024025,2073
ATINA,FR,060011,060011,2062
CAMPOROSSO,IM,008011,008011,2060
BASCIANO,TE,067005,067005,2059
BORGO TICINO,NO,003025,003025,2058
AGNONE,IS,094002,094002,2056
GAZZUOLO,MN,020025,020025,2053
CALOPEZZATI,CS,078021,078021,2052
SAMPEYRE,CN,004205,004205,2042
ALZATE BRIANZA,CO,013007,013007,2041
CAVALLERMAGGIORE,CN,004059,004059,2036
CORFINIO,AQ,066041,066041,2035
OGGIONA CON SANTO STEFANO,VA,012107,012107,2035
CARRÈ,VI,024024,024024,2031
BELLUSCO,MB,108006,108006,2029
GALBIATE,LC,097036,097036,2025
BOTTANUCO,BG,016034,016034,2024
CIVIDATE AL PIANO,BG,016076,016076,2022
SPERONE,AV,064103,064103,2022
SAN POSSIDONIO,MO,036038,036038,2021
CASTIGLIONE IN TEVERINA,VT,056018,056018,2020
BELLA,PZ,076012,076012,2016
SESTA GODANO,SP,011028,011028,2014
CALVELLO,PZ,076015,076015,2012
VILLAVALLELONGA,AQ,066106,066106,2007
ROCCARASO,AQ,066084,066084,2005
COGLIATE,MB,108020,108020,2003
MANDELLO DEL LARIO,LC,097046,097046,2000
MONTE SAN PIETRO,BO,037042,037042,2000
CARONIA,ME,083011,083011,1999
CUASSO AL MONTE,VA,012058,012058,1999
NONE,TO,001168,001168,1998
MORRA DE SANCTIS,AV,064063,064063,1996
CASTEL DI CASIO,BO,037015,037015,1996
CELLE LIGURE,SV,009022,009022,1995
GRECI,AV,064037,064037,1988
COLOSIMI,CS,078043,078043,1985
CHIUSI DELLA VERNA,AR,051015,051015,1984
MONGRANDO,BI,096035,096035,1981
GALLIERA,BO,037028,037028,1980
AIELLO CALABRO,CS,078004,078004,1980
CASTELL'AZZARA,GR,053005,053005,1976
CIRCELLO,BN,062024,062024,1970
VAILATE,CR,019112,019112,1968
RIVISONDOLI,AQ,066078,066078,1964
BENE VAGIENNA,CN,004019,004019,1962
CAROBBIO DEGLI ANGELI,BG,016055,016055,1960
MALLES VENOSTA,BZ,021046,021046,1956
CASOLA VALSENIO,RA,039005,039005,1952
FERNO,VA,012068,012068,1952
PINO TORINESE,TO,001192,001192,1950
FOSSALTA DI PIAVE,VE,027015,027015,1943
ALÌ TERME,ME,083003,083003,1942
SAN SIRO,CO,013248,013248,1938
PESSANO CON BORNAGO,MI,015172,015172,1937
DRAPIA,VV,102009,102009,1933
CALDARO SULLA STRADA DEL VINO,BZ,021015,021015,1931
ANNONE VENETO,VE,027001,027001,1931
MEZZOCORONA,TN,022116,022116,1930
CESINALI,AV,064026,064026,1929
GOZZANO,NO,003076,003076,1924
CAMPO TURES,BZ,021017,021017,1915
TRECENTA,RO,029047,029047,1913
SIMAXIS,OR,095059,095059,1912
VEROLENGO,TO,001293,001293,1912
TERMOLI,CB,070078,070078,1905
SATRIANO DI LUCANIA,PZ,076083,076083,1892
BADALUCCO,IM,008006,008006,1892
PALMARIGGI,LE,075058,075058,1889
EPISCOPIA,PZ,076030,076030,1888
SARSINA,FC,040044,040044,1887
MONTIRONE,BS,017114,017114,1884
MIRTO,ME,083051,083051,1884
OSTRA VETERE,AN,042036,042036,1883
ALBAVILLA,CO,013003,013003,1882
VALLERMOSA,SU,111095,111095,1881
MAZZÈ,TO,001148,001148,1874
RUVO DEL MONTE,PZ,076072,076072,1871
CASAMARCIANO,NA,063018,063018,1871
STAZZANO,AL,006167,006167,1866
MONTEGRINO VALTRAVAGLIA,VA,012103,012103,1864
CHIANNI,PI,050012,050012,1860
GRAFFIGNANO,VT,056029,056029,1858
POLLUTRI,CH,069068,069068,1857
CARFIZZI,KR,101003,101003,1857
CIMADOLMO,TV,026017,026017,1857
ANTONIMINA,RC,080004,080004,1855
QUINDICI,AV,064077,064077,1852
CASTELNUOVO DI VAL DI CECINA,PI,050011,050011,1852
FONTANELLATO,PR,034015,034015,1852
CALDERARA DI RENO,BO,037009,037009,1849
PONCARALE,BS,017147,017147,1848
PERNUMIA,PD,028061,028061,1848
MARTIRANO,CZ,079073,079073,1846
ARCHI,CH,069002,069002,1842
RAGOGNA,UD,030087,030087,1842
SERRAVALLE SESIA,VC,002137,002137,1842
ALFEDENA,AQ,066003,066003,1841
MARANO DI VALPOLICELLA,VR,023046,023046,1838
VELO D'ASTICO,VI,024115,024115,1838
TERRE DEL RENO,FE,038028,038028,1834
ROSOLINA,RO,029040,029040,1833
CASTELFRANCI,AV,064023,064023,1830
SOVERIA SIMERI,CZ,079139,079139,1825
CAMPOFIORITO,PA,082018,082018,1825
TRONZANO VERCELLESE,VC,002150,002150,1823
RIOLUNATO,MO,036035,036035,1823
MARCELLINA,RM,058056,058056,1822
UBOLDO,VA,012130,012130,1820
VIPITENO,BZ,021115,021115,1820
VILLONGO,BG,016242,016242,1817
STIENTA,RO,029045,029045,1816
ROSCIANO,PE,068035,068035,1815
VITULANO,BN,062077,062077,1809
ENDINE GAIANO,BG,016093,016093,1809
BAGNOREGIO,VT,056003,056003,1806
SAN CHIRICO NUOVO,PZ,076073,076073,1803
SUVERETO,LI,049020,049020,1803
TELTI,SS,090080,090080,1800
GOSSOLENGO,PC,033023,033023,1799
CANNOBIO,VB,103017,103017,1799
CASTELLUCCIO SUPERIORE,PZ,076023,076023,1794
GEROCARNE,VV,102016,102016,1794
NIBIONNO,LC,097056,097056,1792
VERZUOLO,CN,004240,004240,1790
CASTELVETERE SUL CALORE,AV,064024,064024,1787
ROVITO,CS,078110,078110,1787
SAN DONATO MILANESE,MI,015192,015192,1781
OVODDA,NU,091071,091071,1779
ROCCA PIETORE,BL,025044,025044,1775
LOMAZZO,CO,013133,013133,1772
GRECCIO,RI,057031,057031,1771
QUALIANO,NA,063062,063062,1771
AGNA,PD,028002,028002,1770
SAN PIER NICETO,ME,083080,083080,1770
BRENZONE SUL GARDA,VR,023014,023014,1767
ORSAGO,TV,026053,026053,1764
LEFFE,BG,016124,016124,1762
CONZA DELLA CAMPANIA,AV,064030,064030,1761
EGNA,BZ,021029,021029,1757
AGLIANO TERME,AT,005001,005001,1757
SANT'ANTONINO DI SUSA,TO,001256,001256,1756
OLIVERI,ME,083063,083063,1749
LOMELLO,PV,018083,018083,1747
SAN GIORGIO SU LEGNANO,MI,015194,015194,1735
MAZZARRÀ SANT'ANDREA,ME,083046,083046,1734
IDRO,BS,017082,017082,1729
VILLIMPENTA,MN,020068,020068,1725
MELIZZANO,BN,062039,062039,1722
GIUGGIANELLO,LE,075032,075032,1720
MERGOZZO,VB,103044,103044,1720
MONTEFIORINO,MO,036025,036025,1716
CHALLAND-SAINT-ANSELME,AO,007013,007013,1712
APPIANO GENTILE,CO,013010,013010,1711
RACINES,BZ,021070,021070,1711
LASA,BZ,021042,021042,1705
CICAGNA,GE,010016,010016,1703
SANT'ELIA FIUMERAPIDO,FR,060068,060068,1702
CALCINATE,BG,016043,016043,1699
SAN FERMO DELLA BATTAGLIA,CO,013206,013206,1698
VESTONE,BS,017197,017197,1694
VEGGIANO,PD,028096,028096,1693
CIVEZZANO,TN,022061,022061,1691
SOMAGLIA,LO,098054,098054,1687
PARATICO,BS,017134,017134,1686
BISTAGNO,AL,006017,006017,1686
VILLAMAGNA,CH,069101,069101,1683
PEDASO,FM,109030,109030,1683
SABBIO CHIESE,BS,017168,017168,1683
CALIZZANO,SV,009017,009017,1679
PRALBOINO,BS,017152,017152,1676
LIMBADI,VV,102019,102019,1675
PEIO,TN,022136,022136,1673
MARZABOTTO,BO,037036,037036,1670
CARLAZZO,CO,013047,013047,1669
DIANO D'ALBA,CN,004080,004080,1660
CASTELNUOVO CILENTO,SA,065032,065032,1656
SESTO ED UNITI,CR,019095,019095,1655
CARDEDU,NU,091103,091103,1645
BOVEZZO,BS,017025,017025,1644
BANZI,PZ,076009,076009,1641
LETOJANNI,ME,083038,083038,1640
BOSCONERO,TO,001033,001033,1635
BRUSAPORTO,BG,016042,016042,1634
SANTA DOMENICA VITTORIA,ME,083083,083083,1632
DOMASO,CO,013089,013089,1625
CELICO,CS,078034,078034,1624
SORIANELLO,VV,102039,102039,1622
CIVITELLA D'AGLIANO,VT,056022,056022,1621
MASSA DI SOMMA,NA,063092,063092,1620
TAVERNERIO,CO,013222,013222,1616
CAMBIANO,TO,001048,001048,1611
CANARO,RO,029009,029009,1610
SAN SECONDO DI PINEROLO,TO,001254,001254,1608
CAVAGLIÀ,BI,096016,096016,1607
CIVITA D'ANTINO,AQ,066034,066034,1606
FIASTRA,MC,043017,043017,1605
PETRELLA SALTO,RI,057050,057050,1601
ROCCAMANDOLFI,IS,094040,094040,1599
MARENE,CN,004117,004117,1589
AIETA,CS,078005,078005,1583
LURAGO D'ERBA,CO,013136,013136,1580
LAPIO,AV,064042,064042,1579
ROÈ VOLCIANO,BS,017164,017164,1576
POZZUOLO MARTESANA,MI,015178,015178,1576
CAMPOSANTO,MO,036004,036004,1575
MUSCOLINE,BS,017116,017116,1574
CINTO CAOMAGGIORE,VE,027009,027009,1572
PIETRADEFUSI,AV,064072,064072,1566
CERRO AL LAMBRO,MI,015071,015071,1564
CERES,TO,001072,001072,1562
BAGNOLO DEL SALENTO,LE,075008,075008,1562
GAZOLDO DEGLI IPPOLITI,MN,020024,020024,1561
NARDODIPACE,VV,102024,102024,1561
CASALATTICO,FR,060017,060017,1560
CANDIA LOMELLINA,PV,018027,018027,1554
FORGARIA NEL FRIULI,UD,030137,030137,1554
POZZO D'ADDA,MI,015177,015177,1549
AGNOSINE,BS,017003,017003,1546
CENGIO,SV,009023,009023,1544
MONTEFLAVIO,RM,058061,058061,1544
VILLA SANTA MARIA,CH,069102,069102,1543
BERLINGO,BS,017015,017015,1537
FARA NOVARESE,NO,003065,003065,1532
LECCO,LC,097042,097042,1526
QUARONA,VC,002107,002107,1521
OSNAGO,LC,097061,097061,1519
CASTIADAS,SU,111011,111011,1518
PICINISCO,FR,060050,060050,1517
SAN CANDIDO,BZ,021077,021077,1516
VILLAR PEROSA,TO,001307,001307,1516
LOMAGNA,LC,097044,097044,1515
CADEO,PC,033007,033007,1514
ROCCA SINIBALDA,RI,057062,057062,1514
CASALBORE,AV,064020,064020,1511
ARIZZANO,VB,103003,103003,1508
MANSUÈ,TV,026037,026037,1506
GAGLIATO,CZ,079055,079055,1505
